match_id,date,venue,city,country,competition,match_type,balls_per_over,team1,team2,toss_winner,toss_decision,winner,win_type,win_margin,player_of_match
20221027_SydneyCricketGround_SouthAfrica_vs_Bangladesh,2022-10-27,Sydney Cricket Ground,Sydney,Australia,,T20,6,South Africa,Bangladesh,South Africa,bat,South Africa,runs,104,RR Rossouw
20221106_AdelaideOval_Netherlands_vs_SouthAfrica,2022-11-06,Adelaide Oval,Adelaide,Australia,,T20,6,Netherlands,South Africa,South Africa,field,Netherlands,runs,13,CN Ackermann
20221018_GMHBAStadiumSouthGeelongVictoria_Namibia_vs_Netherlands,2022-10-18,"GMHBA Stadium, South Geelong, Victoria",Geelong,Australia,,T20,6,Namibia,Netherlands,Namibia,bat,Netherlands,wickets,5,BFW de Leede
20221110_AdelaideOval_India_vs_England,2022-11-10,Adelaide Oval,Adelaide,Australia,,T20,6,India,England,England,field,England,wickets,10,AD Hales
20221023_BelleriveOvalHobart_Ireland_vs_SriLanka,2022-10-23,"Bellerive Oval, Hobart",Hobart,Australia,,T20,6,Ireland,Sri Lanka,Ireland,bat,Sri Lanka,wickets,9,BKG Mendis
20221025_PerthStadium_SriLanka_vs_Australia,2022-10-25,Perth Stadium,Perth,Australia,,T20,6,Sri Lanka,Australia,Australia,field,Australia,wickets,7,MP Stoinis
20221029_SydneyCricketGround_NewZealand_vs_SriLanka,2022-10-29,Sydney Cricket Ground,Sydney,Australia,,T20,6,New Zealand,Sri Lanka,New Zealand,bat,New Zealand,runs,65,GD Phillips
20221102_AdelaideOval_Zimbabwe_vs_Netherlands,2022-11-02,Adelaide Oval,Adelaide,Australia,,T20,6,Zimbabwe,Netherlands,Zimbabwe,bat,Netherlands,wickets,5,MP O'Dowd
20221030_PerthStadium_India_vs_SouthAfrica,2022-10-30,Perth Stadium,Perth,Australia,,T20,6,India,South Africa,India,bat,South Africa,wickets,5,L Ngidi
20221030_BrisbaneCricketGroundWoolloongabbaBrisbane_Bangladesh_vs_Zimbabwe,2022-10-30,"Brisbane Cricket Ground, Woolloongabba, Brisbane",Brisbane,Australia,,T20,6,Bangladesh,Zimbabwe,Bangladesh,bat,Bangladesh,runs,3,Taskin Ahmed
20221104_AdelaideOval_NewZealand_vs_Ireland,2022-11-04,Adelaide Oval,Adelaide,Australia,,T20,6,New Zealand,Ireland,Ireland,field,New Zealand,runs,35,KS Williamson
20221031_BrisbaneCricketGroundWoolloongabbaBrisbane_Australia_vs_Ireland,2022-10-31,"Brisbane Cricket Ground, Woolloongabba, Brisbane",Brisbane,Australia,,T20,6,Australia,Ireland,Ireland,field,Australia,runs,42,AJ Finch
20221106_MelbourneCricketGround_India_vs_Zimbabwe,2022-11-06,Melbourne Cricket Ground,Melbourne,Australia,,T20,6,India,Zimbabwe,India,bat,India,runs,71,SA Yadav
20221102_AdelaideOval_India_vs_Bangladesh,2022-11-02,Adelaide Oval,Adelaide,Australia,,T20,6,India,Bangladesh,Bangladesh,field,India,runs,5,V Kohli
20221020_GMHBAStadiumSouthGeelongVictoria_SriLanka_vs_Netherlands,2022-10-20,"GMHBA Stadium, South Geelong, Victoria",Geelong,Australia,,T20,6,Sri Lanka,Netherlands,Sri Lanka,bat,Sri Lanka,runs,16,BKG Mendis
20221017_BelleriveOvalHobart_Scotland_vs_WestIndies,2022-10-17,"Bellerive Oval, Hobart",Hobart,Australia,,T20,6,Scotland,West Indies,West Indies,field,Scotland,runs,42,HG Munsey
20221027_SydneyCricketGround_India_vs_Netherlands,2022-10-27,Sydney Cricket Ground,Sydney,Australia,,T20,6,India,Netherlands,India,bat,India,runs,56,SA Yadav
20221021_BelleriveOvalHobart_WestIndies_vs_Ireland,2022-10-21,"Bellerive Oval, Hobart",Hobart,Australia,,T20,6,West Indies,Ireland,West Indies,bat,Ireland,wickets,9,GJ Delany
20221016_GMHBAStadiumSouthGeelongVictoria_Namibia_vs_SriLanka,2022-10-16,"GMHBA Stadium, South Geelong, Victoria",Geelong,Australia,,T20,6,Namibia,Sri Lanka,Sri Lanka,field,Namibia,runs,55,JN Frylinck
20221101_BrisbaneCricketGroundWoolloongabbaBrisbane_England_vs_NewZealand,2022-11-01,"Brisbane Cricket Ground, Woolloongabba, Brisbane",Brisbane,Australia,,T20,6,England,New Zealand,England,bat,England,runs,20,JC Buttler
20221105_SydneyCricketGround_SriLanka_vs_England,2022-11-05,Sydney Cricket Ground,Sydney,Australia,,T20,6,Sri Lanka,England,Sri Lanka,bat,England,wickets,4,AU Rashid
20221019_BelleriveOvalHobart_Scotland_vs_Ireland,2022-10-19,"Bellerive Oval, Hobart",Hobart,Australia,,T20,6,Scotland,Ireland,Scotland,bat,Ireland,wickets,6,C Campher
20221024_BelleriveOvalHobart_Bangladesh_vs_Netherlands,2022-10-24,"Bellerive Oval, Hobart",Hobart,Australia,,T20,6,Bangladesh,Netherlands,Netherlands,field,Bangladesh,runs,9,Taskin Ahmed
20221019_BelleriveOvalHobart_WestIndies_vs_Zimbabwe,2022-10-19,"Bellerive Oval, Hobart",Hobart,Australia,,T20,6,West Indies,Zimbabwe,West Indies,bat,West Indies,runs,31,AS Joseph
20221021_BelleriveOvalHobart_Scotland_vs_Zimbabwe,2022-10-21,"Bellerive Oval, Hobart",Hobart,Australia,,T20,6,Scotland,Zimbabwe,Scotland,bat,Zimbabwe,wickets,5,Sikandar Raza
20221017_BelleriveOvalHobart_Zimbabwe_vs_Ireland,2022-10-17,"Bellerive Oval, Hobart",Hobart,Australia,,T20,6,Zimbabwe,Ireland,Ireland,field,Zimbabwe,runs,31,Sikandar Raza
20221016_GMHBAStadiumSouthGeelongVictoria_UnitedArabEmirates_vs_Netherlands,2022-10-16,"GMHBA Stadium, South Geelong, Victoria",Geelong,Australia,,T20,6,United Arab Emirates,Netherlands,United Arab Emirates,bat,Netherlands,wickets,3,BFW de Leede
20211024_DubaiInternationalCricketStadium_India_vs_Pakistan,2021-10-24,Dubai International Cricket Stadium,Dubai,UAE,,T20,6,India,Pakistan,Pakistan,field,Pakistan,wickets,10,Shaheen Shah Afridi
20221109_SydneyCricketGround_NewZealand_vs_Pakistan,2022-11-09,Sydney Cricket Ground,Sydney,Australia,,T20,6,New Zealand,Pakistan,New Zealand,bat,Pakistan,wickets,7,Mohammad Rizwan
20221018_GMHBAStadiumSouthGeelongVictoria_SriLanka_vs_UnitedArabEmirates,2022-10-18,"GMHBA Stadium, South Geelong, Victoria",Geelong,Australia,,T20,6,Sri Lanka,United Arab Emirates,United Arab Emirates,field,Sri Lanka,runs,79,P Nissanka
20221023_MelbourneCricketGround_Pakistan_vs_India,2022-10-23,Melbourne Cricket Ground,Melbourne,Australia,,T20,6,Pakistan,India,India,field,India,wickets,4,V Kohli
20221103_SydneyCricketGround_Pakistan_vs_SouthAfrica,2022-11-03,Sydney Cricket Ground,Sydney,Australia,,T20,6,Pakistan,South Africa,Pakistan,bat,Pakistan,runs,33,Shadab Khan
20221106_AdelaideOval_Bangladesh_vs_Pakistan,2022-11-06,Adelaide Oval,Adelaide,Australia,,T20,6,Bangladesh,Pakistan,Bangladesh,bat,Pakistan,wickets,5,Shaheen Shah Afridi
20221020_GMHBAStadiumSouthGeelongVictoria_UnitedArabEmirates_vs_Namibia,2022-10-20,"GMHBA Stadium, South Geelong, Victoria",Geelong,Australia,,T20,6,United Arab Emirates,Namibia,United Arab Emirates,bat,United Arab Emirates,runs,7,Waseem Muhammad
20221030_PerthStadium_Netherlands_vs_Pakistan,2022-10-30,Perth Stadium,Perth,Australia,,T20,6,Netherlands,Pakistan,Netherlands,bat,Pakistan,wickets,6,Shadab Khan
20221027_PerthStadium_Zimbabwe_vs_Pakistan,2022-10-27,Perth Stadium,Perth,Australia,,T20,6,Zimbabwe,Pakistan,Zimbabwe,bat,Zimbabwe,runs,1,Sikandar Raza
20221113_MelbourneCricketGround_Pakistan_vs_England,2022-11-13,Melbourne Cricket Ground,Melbourne,Australia,,T20,6,Pakistan,England,England,field,England,wickets,5,SM Curran
20070918_NewWanderersStadium_Bangladesh_vs_SriLanka,2007-09-18,New Wanderers Stadium,Johannesburg,South Africa,,T20,6,Bangladesh,Sri Lanka,Bangladesh,field,Sri Lanka,runs,64,CRD Fernando
20070915_Newlands_SouthAfrica_vs_Bangladesh,2007-09-15,Newlands,Cape Town,South Africa,,T20,6,South Africa,Bangladesh,South Africa,field,South Africa,wickets,7,M Morkel
20070914_NewWanderersStadium_Kenya_vs_SriLanka,2007-09-14,New Wanderers Stadium,Johannesburg,South Africa,,T20,6,Kenya,Sri Lanka,Kenya,field,Sri Lanka,runs,172,ST Jayasuriya
20070919_Kingsmead_SouthAfrica_vs_NewZealand,2007-09-19,Kingsmead,Durban,South Africa,,T20,6,South Africa,New Zealand,South Africa,field,South Africa,wickets,6,JM Kemp
20070918_Kingsmead_England_vs_NewZealand,2007-09-18,Kingsmead,Durban,South Africa,,T20,6,England,New Zealand,England,field,New Zealand,runs,5,CD McMillan
20070912_Newlands_Australia_vs_Zimbabwe,2007-09-12,Newlands,Cape Town,South Africa,,T20,6,Australia,Zimbabwe,Australia,bat,Zimbabwe,wickets,5,BRM Taylor
20070914_Newlands_Australia_vs_England,2007-09-14,Newlands,Cape Town,South Africa,,T20,6,Australia,England,England,bat,Australia,wickets,8,NW Bracken
20070913_NewWanderersStadium_Bangladesh_vs_WestIndies,2007-09-13,New Wanderers Stadium,Johannesburg,South Africa,,T20,6,Bangladesh,West Indies,Bangladesh,field,Bangladesh,wickets,6,Mohammad Ashraful
20070920_Kingsmead_SouthAfrica_vs_India,2007-09-20,Kingsmead,Durban,South Africa,,T20,6,South Africa,India,India,bat,India,runs,37,RG Sharma
20070922_Newlands_NewZealand_vs_Pakistan,2007-09-22,Newlands,Cape Town,South Africa,,T20,6,New Zealand,Pakistan,New Zealand,bat,Pakistan,wickets,6,Umar Gul
20070920_Newlands_Bangladesh_vs_Pakistan,2007-09-20,Newlands,Cape Town,South Africa,,T20,6,Bangladesh,Pakistan,Pakistan,field,Pakistan,wickets,4,Junaid Siddique
20070915_NewWanderersStadium_NewZealand_vs_SriLanka,2007-09-15,New Wanderers Stadium,Johannesburg,South Africa,,T20,6,New Zealand,Sri Lanka,New Zealand,bat,Sri Lanka,wickets,7,ST Jayasuriya
20070916_NewWanderersStadium_India_vs_NewZealand,2007-09-16,New Wanderers Stadium,Johannesburg,South Africa,,T20,6,India,New Zealand,India,field,New Zealand,runs,10,DL Vettori
20070916_Newlands_SouthAfrica_vs_England,2007-09-16,Newlands,Cape Town,South Africa,,T20,6,South Africa,England,England,field,South Africa,runs,19,JA Morkel
20070924_NewWanderersStadium_India_vs_Pakistan,2007-09-24,New Wanderers Stadium,Johannesburg,South Africa,,T20,6,India,Pakistan,India,bat,India,runs,5,IK Pathan
20070917_NewWanderersStadium_Pakistan_vs_SriLanka,2007-09-17,New Wanderers Stadium,Johannesburg,South Africa,,T20,6,Pakistan,Sri Lanka,Sri Lanka,field,Pakistan,runs,33,Younis Khan
20070918_NewWanderersStadium_Australia_vs_Pakistan,2007-09-18,New Wanderers Stadium,Johannesburg,South Africa,,T20,6,Australia,Pakistan,Pakistan,field,Pakistan,wickets,6,Misbah-ul-Haq
20070912_Kingsmead_Pakistan_vs_Scotland,2007-09-12,Kingsmead,Durban,South Africa,,T20,6,Pakistan,Scotland,Scotland,field,Pakistan,runs,51,Shahid Afridi
20070916_Newlands_Australia_vs_Bangladesh,2007-09-16,Newlands,Cape Town,South Africa,,T20,6,Australia,Bangladesh,Australia,field,Australia,wickets,9,B Lee
20070912_Kingsmead_Kenya_vs_NewZealand,2007-09-12,Kingsmead,Durban,South Africa,,T20,6,Kenya,New Zealand,New Zealand,field,New Zealand,wickets,9,MR Gillespie
20070922_Kingsmead_Australia_vs_India,2007-09-22,Kingsmead,Durban,South Africa,,T20,6,Australia,India,India,bat,India,runs,15,Yuvraj Singh
20070913_Newlands_England_vs_Zimbabwe,2007-09-13,Newlands,Cape Town,South Africa,,T20,6,England,Zimbabwe,England,bat,England,runs,50,KP Pietersen
20070911_NewWanderersStadium_SouthAfrica_vs_WestIndies,2007-09-11,New Wanderers Stadium,Johannesburg,South Africa,,T20,6,South Africa,West Indies,South Africa,field,South Africa,wickets,8,CH Gayle
20070919_Kingsmead_England_vs_India,2007-09-19,Kingsmead,Durban,South Africa,,T20,6,England,India,India,bat,India,runs,18,Yuvraj Singh
20070920_Newlands_Australia_vs_SriLanka,2007-09-20,Newlands,Cape Town,South Africa,,T20,6,Australia,Sri Lanka,Australia,field,Australia,wickets,10,SR Clark
20090605_Lords_England_vs_Netherlands,2009-06-05,Lord's,London,England,,T20,6,England,Netherlands,Netherlands,field,Netherlands,wickets,4,TN de Grooth
20090609_Lords_Netherlands_vs_Pakistan,2009-06-09,Lord's,London,England,,T20,6,Netherlands,Pakistan,Pakistan,bat,Pakistan,runs,82,Kamran Akmal
20090608_TrentBridge_Bangladesh_vs_Ireland,2009-06-08,Trent Bridge,Nottingham,England,,T20,6,Bangladesh,Ireland,Ireland,field,Ireland,wickets,6,NJ O'Brien
20090616_TrentBridge_NewZealand_vs_SriLanka,2009-06-16,Trent Bridge,Nottingham,England,,T20,6,New Zealand,Sri Lanka,Sri Lanka,bat,Sri Lanka,runs,48,BAW Mendis
20090615_KenningtonOval_Ireland_vs_Pakistan,2009-06-15,Kennington Oval,London,England,,T20,6,Ireland,Pakistan,Pakistan,bat,Pakistan,runs,39,Kamran Akmal
20090606_TrentBridge_Bangladesh_vs_India,2009-06-06,Trent Bridge,Nottingham,England,,T20,6,Bangladesh,India,India,bat,India,runs,25,PP Ojha
20090613_KenningtonOval_SouthAfrica_vs_WestIndies,2009-06-13,Kennington Oval,London,England,,T20,6,South Africa,West Indies,West Indies,field,South Africa,runs,20,WD Parnell
20090618_TrentBridge_Pakistan_vs_SouthAfrica,2009-06-18,Trent Bridge,Nottingham,England,,T20,6,Pakistan,South Africa,Pakistan,bat,Pakistan,runs,7,Shahid Afridi
20090616_TrentBridge_India_vs_SouthAfrica,2009-06-16,Trent Bridge,Nottingham,England,,T20,6,India,South Africa,South Africa,bat,South Africa,runs,12,AB de Villiers
20090610_TrentBridge_India_vs_Ireland,2009-06-10,Trent Bridge,Nottingham,England,,T20,6,India,Ireland,India,field,India,wickets,8,Z Khan
20090614_Lords_Ireland_vs_SriLanka,2009-06-14,Lord's,London,England,,T20,6,Ireland,Sri Lanka,Sri Lanka,bat,Sri Lanka,runs,9,DPMD Jayawardene
20090615_KenningtonOval_England_vs_WestIndies,2009-06-15,Kennington Oval,London,England,,T20,6,England,West Indies,England,bat,West Indies,wickets,5,RR Sarwan
20090606_KenningtonOval_Australia_vs_WestIndies,2009-06-06,Kennington Oval,London,England,,T20,6,Australia,West Indies,Australia,bat,West Indies,wickets,7,CH Gayle
20090614_Lords_England_vs_India,2009-06-14,Lord's,London,England,,T20,6,England,India,India,field,England,runs,3,RJ Sidebottom
20090613_KenningtonOval_NewZealand_vs_Pakistan,2009-06-13,Kennington Oval,London,England,,T20,6,New Zealand,Pakistan,New Zealand,bat,Pakistan,wickets,6,Umar Gul
20090609_Lords_NewZealand_vs_SouthAfrica,2009-06-09,Lord's,London,England,,T20,6,New Zealand,South Africa,New Zealand,field,South Africa,runs,1,RE van der Merwe
20090619_KenningtonOval_SriLanka_vs_WestIndies,2009-06-19,Kennington Oval,London,England,,T20,6,Sri Lanka,West Indies,West Indies,field,Sri Lanka,runs,57,TM Dilshan
20090612_Lords_India_vs_WestIndies,2009-06-12,Lord's,London,England,,T20,6,India,West Indies,India,bat,West Indies,wickets,7,DJ Bravo
20090611_TrentBridge_Ireland_vs_NewZealand,2009-06-11,Trent Bridge,Nottingham,England,,T20,6,Ireland,New Zealand,Ireland,field,New Zealand,runs,83,AJ Redmond
20090611_TrentBridge_England_vs_SouthAfrica,2009-06-11,Trent Bridge,Nottingham,England,,T20,6,England,South Africa,England,bat,South Africa,wickets,7,JH Kallis
20090621_Lords_Pakistan_vs_SriLanka,2009-06-21,Lord's,London,England,,T20,6,Pakistan,Sri Lanka,Sri Lanka,bat,Pakistan,wickets,8,Shahid Afridi
20090607_KenningtonOval_England_vs_Pakistan,2009-06-07,Kennington Oval,London,England,,T20,6,England,Pakistan,Pakistan,field,England,runs,48,LJ Wright
20090608_TrentBridge_Australia_vs_SriLanka,2009-06-08,Trent Bridge,Nottingham,England,,T20,6,Australia,Sri Lanka,Sri Lanka,field,Sri Lanka,wickets,6,KC Sangakkara
20090607_KenningtonOval_Scotland_vs_SouthAfrica,2009-06-07,Kennington Oval,London,England,,T20,6,Scotland,South Africa,Scotland,field,South Africa,runs,130,AB de Villiers
20100514_BeausejourStadiumGrosIslet_Australia_vs_Pakistan,2010-05-14,"Beausejour Stadium, Gros Islet",St Lucia,West Indies,,T20,6,Australia,Pakistan,Australia,field,Australia,wickets,3,MEK Hussey
20100516_KensingtonOvalBridgetown_Australia_vs_England,2010-05-16,"Kensington Oval, Bridgetown",Barbados,West Indies,,T20,6,Australia,England,England,field,England,wickets,7,C Kieswetter
20100508_KensingtonOvalBridgetown_England_vs_SouthAfrica,2010-05-08,"Kensington Oval, Bridgetown",Barbados,West Indies,,T20,6,England,South Africa,England,bat,England,runs,39,KP Pietersen
20100511_BeausejourStadiumGrosIslet_India_vs_SriLanka,2010-05-11,"Beausejour Stadium, Gros Islet",St Lucia,West Indies,,T20,6,India,Sri Lanka,India,bat,Sri Lanka,wickets,5,AD Mathews
20100506_KensingtonOvalBridgetown_NewZealand_vs_SouthAfrica,2010-05-06,"Kensington Oval, Bridgetown",Barbados,West Indies,,T20,6,New Zealand,South Africa,South Africa,bat,South Africa,runs,13,JA Morkel
20100430_ProvidenceStadium_NewZealand_vs_SriLanka,2010-04-30,Providence Stadium,Guyana,Guyana,,T20,6,New Zealand,Sri Lanka,Sri Lanka,bat,New Zealand,wickets,2,NL McCullum
20100502_BeausejourStadiumGrosIslet_Australia_vs_Pakistan,2010-05-02,"Beausejour Stadium, Gros Islet",St Lucia,West Indies,,T20,6,Australia,Pakistan,Australia,bat,Australia,runs,34,SR Watson
20100508_KensingtonOvalBridgetown_NewZealand_vs_Pakistan,2010-05-08,"Kensington Oval, Bridgetown",Barbados,West Indies,,T20,6,New Zealand,Pakistan,Pakistan,field,New Zealand,runs,1,IG Butler
